단축코드,표준코드,한글종목명,ELW권리형태,ELW조기종료발생기준가격,바스켓여부,기초자산코드1,기초자산코드2,기초자산코드3,기초자산코드4,기초자산코드5,발행사한글종목명,발행사코드,행사가,최종거래일,잔존일수,권리유형구분코드,지급일,전일시가총액(억),상장주수(천),시장참가자번호1,시장참가자번호2,시장참가자번호3,시장참가자번호4,시장참가자번호5,시장참가자번호6,시장참가자번호7,시장참가자번호8,시장참가자번호9,시장참가자번호10
52M545,KRA521142G58,미래M545모비스콜,0,000000000.000,N,012330,,,,,,00005,043150000,20260813,0077,C,20260820,000000000,000000000020500,00005,,,,,,,,,
52M546,KRA521143G57,미래M546모비스콜,0,000000000.000,N,012330,,,,,,00005,042200000,20261210,0196,C,20261216,000000000,000000000010300,00005,,,,,,,,,
52M547,KRA521144G56,미래M547삼성중콜,0,000000000.000,N,010140,,,,,,00005,003030000,20260813,0077,C,20260820,000000012,000000000020500,00005,,,,,,,,,
52M548,KRA521145G55,미래M548삼성중콜,0,000000000.000,N,010140,,,,,,00005,003100000,20261112,0168,C,20261118,000000000,000000000013700,00005,,,,,,,,,
52M549,KRA521146G54,미래M549현대건설콜,0,000000000.000,N,000720,,,,,,00005,016750000,20260813,0077,C,20260820,000000000,000000000011000,00005,,,,,,,,,
52M550,KRA521147G53,미래M550현대건설콜,0,000000000.000,N,000720,,,,,,00005,016050000,20260910,0105,C,20260916,000000000,000000000008300,00005,,,,,,,,,
52M551,KRA521148G52,미래M551현대건설콜,0,000000000.000,N,000720,,,,,,00005,015100000,20260910,0105,C,20260916,000000000,000000000007200,00005,,,,,,,,,
52M552,KRA521149G51,미래M552현대건설콜,0,000000000.000,N,000720,,,,,,00005,016400000,20261112,0168,C,20261118,000000000,000000000006900,00005,,,,,,,,,
52M553,KRA521150G57,미래M553현대건설콜,0,000000000.000,N,000720,,,,,,00005,016750000,20261210,0196,C,20261216,000000000,000000000006500,00005,,,,,,,,,
52M554,KRA521151G56,미래M554삼성바이콜,0,000000000.000,N,207940,,,,,,00005,161800000,20260813,0077,C,20260820,000000005,000000000009600,00005,,,,,,,,,
52M555,KRA521152G55,미래M555삼성바이콜,0,000000000.000,N,207940,,,,,,00005,165300000,20261008,0133,C,20261015,000000004,000000000008000,00005,,,,,,,,,
52M556,KRA521153G54,미래M556삼성바이콜,0,000000000.000,N,207940,,,,,,00005,172600000,20261210,0196,C,20261216,000000000,000000000007400,00005,,,,,,,,,
52M557,KRA521154G53,미래M557한국조선콜,0,000000000.000,N,009540,,,,,,00005,041650000,20261210,0196,C,20261216,000000000,000000000010800,00005,,,,,,,,,
52M558,KRA521255G51,미래M558한국조선풋,0,000000000.000,N,009540,,,,,,00005,041250000,20260910,0105,P,20260916,000000000,000000000007300,00005,,,,,,,,,
52M559,KRA521256G50,미래M559엘지전자풋,0,000000000.000,N,066570,,,,,,00005,011950000,20260910,0105,P,20260916,000000003,000000000010400,00005,,,,,,,,,
52M560,KRA521157G50,미래M560한국항공콜,0,000000000.000,N,047810,,,,,,00005,018250000,20260813,0077,C,20260820,000000005,000000000009000,00005,,,,,,,,,
52M561,KRA521158G59,미래M561한국항공콜,0,000000000.000,N,047810,,,,,,00005,020250000,20260910,0105,C,20260916,000000006,000000000011200,00005,,,,,,,,,
52M562,KRA521159G58,미래M562한국항공콜,0,000000000.000,N,047810,,,,,,00005,019000000,20260910,0105,C,20260916,000000005,000000000008900,00005,,,,,,,,,
52M563,KRA521160G55,미래M563한국항공콜,0,000000000.000,N,047810,,,,,,00005,019400000,20261008,0133,C,20261015,000000008,000000000008500,00005,,,,,,,,,
52M564,KRA521161G54,미래M564한국항공콜,0,000000000.000,N,047810,,,,,,00005,019800000,20261112,0168,C,20261118,000000000,000000000007900,00005,,,,,,,,,
52M565,KRA521162G53,미래M565한국항공콜,0,000000000.000,N,047810,,,,,,00005,019000000,20261210,0196,C,20261216,000000000,000000000006500,00005,,,,,,,,,
52M566,KRA521163G52,미래M566KB금융콜,0,000000000.000,N,105560,,,,,,00005,016150000,20260813,0077,C,20260820,000000014,000000000024400,00005,,,,,,,,,
52M567,KRA521164G51,미래M567한화에어콜,0,000000000.000,N,012450,,,,,,00005,161000000,20260910,0105,C,20260916,000000000,000000000007100,00005,,,,,,,,,
52M568,KRA521165G50,미래M568한화에어콜,0,000000000.000,N,012450,,,,,,00005,154100000,20261210,0196,C,20261216,000000000,000000000004300,00005,,,,,,,,,
52M569,KRA521166G59,미래M569에이피알콜,0,000000000.000,N,278470,,,,,,00005,036300000,20260910,0105,C,20260916,000000000,000000000013900,00005,,,,,,,,,
52M570,KRA521167G58,미래M570고려아연콜,0,000000000.000,N,010130,,,,,,00005,164800000,20261210,0196,C,20261216,000000000,000000000003900,00005,,,,,,,,,
52M571,KRA521168G57,미래M571LIG디앤콜,0,000000000.000,N,079550,,,,,,00005,095500000,20260813,0077,C,20260820,000000000,000000000009000,00005,,,,,,,,,
52M572,KRA521169G56,미래M572LIG디앤콜,0,000000000.000,N,079550,,,,,,00005,095500000,20261210,0196,C,20261216,000000000,000000000005300,00005,,,,,,,,,
57LAAB,KRA5712D5FB0,한국LAABHMM풋,0,000000000.000,N,011200,,,,,,00003,002000000,20260910,0105,P,20260916,000000005,000000000011200,00003,,,,,,,,,
57LAAC,KRA5712D6FB8,한국LAACKB금융풋,0,000000000.000,N,105560,,,,,,00003,011000000,20260611,0014,P,20260617,000000001,000000000012200,00003,,,,,,,,,
57LAAE,KRA5712D8FB4,한국LAAE케이티지풋,0,000000000.000,N,033780,,,,,,00003,012350000,20260611,0014,P,20260617,000000001,000000000015700,00003,,,,,,,,,
57LAAG,KRA5712DAFB2,한국LAAGLG에너지풋,0,000000000.000,N,373220,,,,,,00003,045000000,20260611,0014,P,20260617,000000003,000000000005100,00003,,,,,,,,,
57LAAJ,KRA5712DCFB8,한국LAAJ엘지전자풋,0,000000000.000,N,066570,,,,,,00003,008500000,20260611,0014,P,20260617,000000000,000000000006000,00003,,,,,,,,,
57LAAK,KRA5712DDFB6,한국LAAK엘지전자풋,0,000000000.000,N,066570,,,,,,00003,008500000,20260910,0105,P,20260916,000000000,000000000005200,00003,,,,,,,,,
57LAAM,KRA5712DFFB1,한국LAAMLG화학풋,0,000000000.000,N,051910,,,,,,00003,035000000,20260611,0014,P,20260617,000000002,000000000005100,00003,,,,,,,,,
57LAAP,KRA5712DHFB7,한국LAAPLS일렉풋,0,000000000.000,N,010120,,,,,,00003,008000000,20260611,0014,P,20260617,000000000,000000000004600,00003,,,,,,,,,
57LAAQ,KRA5712DJFB3,한국LAAQLS일렉풋,0,000000000.000,N,010120,,,,,,00003,008000000,20260910,0105,P,20260916,000000000,000000000004600,00003,,,,,,,,,
57LAAW,KRA5712DPFB0,한국LAAWSK하이닉풋,0,000000000.000,N,000660,,,,,,00003,050000000,20260611,0014,P,20260617,000000000,000000000004700,00003,,,,,,,,,
57LAAX,KRA5712DQFB8,한국LAAXSK하이닉풋,0,000000000.000,N,000660,,,,,,00003,050000000,20260910,0105,P,20260916,000000000,000000000004700,00003,,,,,,,,,
57LAAY,KRA5712DRFB6,한국LAAYSK하이닉풋,0,000000000.000,N,000660,,,,,,00003,050000000,20261008,0133,P,20261015,000000000,000000000004700,00003,,,,,,,,,
57LABB,KRA5712DVFB8,한국LABB두산에너풋,0,000000000.000,N,034020,,,,,,00003,008000000,20260611,0014,P,20260617,000000000,000000000005400,00003,,,,,,,,,
57LABC,KRA5712DWFB6,한국LABC두산에너풋,0,000000000.000,N,034020,,,,,,00003,008000000,20260910,0105,P,20260916,000000003,000000000005300,00003,,,,,,,,,
57LABE,KRA5712DYFB2,한국LABE미래에셋풋,0,000000000.000,N,006800,,,,,,00003,002489200,20260611,0014,P,20260617,000000000,000000000005600,00003,,,,,,,,,
57LABF,KRA5712DZFB9,한국LABF미래에셋풋,0,000000000.000,N,006800,,,,,,00003,002489200,20260910,0105,P,20260916,000000001,000000000005100,00003,,,,,,,,,
57LABH,KRA5712E1FB8,한국LABH삼성SDI풋,0,000000000.000,N,006400,,,,,,00003,030000000,20260611,0014,P,20260617,000000000,000000000005200,00003,,,,,,,,,
57LABL,KRA5712E4FB2,한국LABL삼성전기풋,0,000000000.000,N,009150,,,,,,00003,022000000,20260611,0014,P,20260617,000000000,000000000005100,00003,,,,,,,,,
57LABR,KRA5712E9FB1,한국LABR삼성전자풋,0,000000000.000,N,005930,,,,,,00003,010000000,20260611,0014,P,20260617,000000000,000000000005900,00003,,,,,,,,,
57LABS,KRA5712EAFB0,한국LABS삼성전자풋,0,000000000.000,N,005930,,,,,,00003,010000000,20260910,0105,P,20260916,000000000,000000000005800,00003,,,,,,,,,
57LABT,KRA5712EBFB8,한국LABT삼성전자풋,0,000000000.000,N,005930,,,,,,00003,010000000,20261008,0133,P,20261015,000000000,000000000005500,00003,,,,,,,,,
57LABW,KRA5712EDFB4,한국LABW삼성중풋,0,000000000.000,N,010140,,,,,,00003,002500000,20260611,0014,P,20260617,000000001,000000000006500,00003,,,,,,,,,
57LABX,KRA5712EEFB2,한국LABX삼성중풋,0,000000000.000,N,010140,,,,,,00003,002500000,20260910,0105,P,20260916,000000003,000000000005700,00003,,,,,,,,,
57LACC,KRA5712EKFB9,한국LACC에이피알풋,0,000000000.000,N,278470,,,,,,00003,025000000,20260611,0014,P,20260617,000000000,000000000006500,00003,,,,,,,,,
57LACK,KRA5712ESFB2,한국LACK하이브풋,0,000000000.000,N,352820,,,,,,00003,030000000,20260611,0014,P,20260617,000000005,000000000007400,00003,,,,,,,,,
57LACL,KRA5712ETFB0,한국LACL하이브풋,0,000000000.000,N,352820,,,,,,00003,030000000,20260910,0105,P,20260916,000000008,000000000006500,00003,,,,,,,,,
57LACQ,KRA5712EYFB0,한국LACQ한국전력풋,0,000000000.000,N,015760,,,,,,00003,004000000,20260611,0014,P,20260617,000000002,000000000005200,00003,,,,,,,,,
57LACR,KRA5712EZFB7,한국LACR한국전력풋,0,000000000.000,N,015760,,,,,,00003,004000000,20260910,0105,P,20260916,000000001,000000000005100,00003,,,,,,,,,
57LACV,KRA5712F2FB5,한국LACV한화솔루풋,0,000000000.000,N,009830,,,,,,00003,003000000,20260611,0014,P,20260617,000000000,000000000005300,00003,,,,,,,,,
57LACZ,KRA5712F6FB6,한국LACZ현대건설풋,0,000000000.000,N,000720,,,,,,00003,006000000,20260611,0014,P,20260617,000000000,000000000006100,00003,,,,,,,,,
57LADB,KRA5712F8FB2,한국LADB효성중공풋,0,000000000.000,N,298040,,,,,,00003,200000000,20260611,0014,P,20260617,000000000,000000000001700,00003,,,,,,,,,
57LAKL,KRA5731KPFB5,한국LAKLKOSPI200콜,0,000000000.000,N,2001,,,,,,00003,000066500,20260611,0014,C,20260617,000004273,000000000009000,00003,,,,,,,,,
57LAKP,KRA5731KSFB9,한국LAKPKOSPI200콜,0,000000000.000,N,2001,,,,,,00003,000065000,20260611,0014,C,20260617,000001750,000000000009000,00003,,,,,,,,,
57LAKW,KRA5731KZFB4,한국LAKWKOSPI200콜,0,000000000.000,N,2001,,,,,,00003,000062000,20260611,0014,C,20260617,000000180,000000000009000,00003,,,,,,,,,
57LAKY,KRA5731L1FB6,한국LAKYKOSPI200콜,0,000000000.000,N,2001,,,,,,00003,000061000,20260611,0014,C,20260617,000002493,000000000009000,00003,,,,,,,,,
57LALA,KRA5731L3FB2,한국LALAKOSPI200콜,0,000000000.000,N,2001,,,,,,00003,000060000,20260611,0014,C,20260617,000004970,000000000009000,00003,,,,,,,,,
57LALF,KRA5732L8FB0,한국LALFKOSPI200풋,0,000000000.000,N,2001,,,,,,00003,000052000,20260611,0014,P,20260617,000000000,000000000009000,00003,,,,,,,,,
57LALJ,KRA5732LBFB1,한국LALJKOSPI200풋,0,000000000.000,N,2001,,,,,,00003,000050500,20260611,0014,P,20260617,000000050,000000000007000,00003,,,,,,,,,
57LALK,KRA5732LCFB9,한국LALKKOSPI200풋,0,000000000.000,N,2001,,,,,,00003,000050000,20260611,0014,P,20260617,000000000,000000000009000,00003,,,,,,,,,
57LALM,KRA5732LEFB5,한국LALMKOSPI200풋,0,000000000.000,N,2001,,,,,,00003,000049000,20260611,0014,P,20260617,000000165,000000000009000,00003,,,,,,,,,
57LALN,KRA5731LFFB4,한국LALNKOSPI200콜,0,000000000.000,N,2001,,,,,,00003,000066500,20260709,0042,C,20260715,000006529,000000000009000,00003,,,,,,,,,
57LALP,KRA5731LGFB2,한국LALPKOSPI200콜,0,000000000.000,N,2001,,,,,,00003,000066000,20260709,0042,C,20260715,000006226,000000000009000,00003,,,,,,,,,
57LALR,KRA5731LJFB6,한국LALRKOSPI200콜,0,000000000.000,N,2001,,,,,,00003,000065000,20260709,0042,C,20260715,000005940,000000000009000,00003,,,,,,,,,
57LALT,KRA5731LLFB2,한국LALTKOSPI200콜,0,000000000.000,N,2001,,,,,,00003,000064000,20260709,0042,C,20260715,000006386,000000000009000,00003,,,,,,,,,
57LALY,KRA5731LQFB1,한국LALYKOSPI200콜,0,000000000.000,N,2001,,,,,,00003,000062000,20260709,0042,C,20260715,000000780,000000000009000,00003,,,,,,,,,
57LAMC,KRA5731LVFB1,한국LAMCKOSPI200콜,0,000000000.000,N,2001,,,,,,00003,000060000,20260709,0042,C,20260715,000000912,000000000009000,00003,,,,,,,,,
57LAME,KRA5732LXFB5,한국LAMEKOSPI200풋,0,000000000.000,N,2001,,,,,,00003,000053500,20260709,0042,P,20260715,000000231,000000000007000,00003,,,,,,,,,
57LAMF,KRA5732LYFB3,한국LAMFKOSPI200풋,0,000000000.000,N,2001,,,,,,00003,000053000,20260709,0042,P,20260715,000000445,000000000009000,00003,,,,,,,,,
57LAMH,KRA5732M0FB6,한국LAMHKOSPI200풋,0,000000000.000,N,2001,,,,,,00003,000052000,20260709,0042,P,20260715,000000013,000000000009000,00003,,,,,,,,,
57LAMJ,KRA5732M1FB4,한국LAMJKOSPI200풋,0,000000000.000,N,2001,,,,,,00003,000051500,20260709,0042,P,20260715,000000042,000000000007000,00003,,,,,,,,,
57LAMK,KRA5732M2FB2,한국LAMKKOSPI200풋,0,000000000.000,N,2001,,,,,,00003,000051000,20260709,0042,P,20260715,000000102,000000000009000,00003,,,,,,,,,
57LAMM,KRA5732M4FB8,한국LAMMKOSPI200풋,0,000000000.000,N,2001,,,,,,00003,000050000,20260709,0042,P,20260715,000000010,000000000009000,00003,,,,,,,,,
57LAMR,KRA5731M8FB0,한국LAMRKOSPI200콜,0,000000000.000,N,2001,,,,,,00003,000066000,20260813,0077,C,20260820,000005922,000000000009000,00003,,,,,,,,,
57LAMW,KRA5731MCFB9,한국LAMWKOSPI200콜,0,000000000.000,N,2001,,,,,,00003,000064000,20260813,0077,C,20260820,000001302,000000000009000,00003,,,,,,,,,
57LANA,KRA5731MGFB0,한국LANAKOSPI200콜,0,000000000.000,N,2001,,,,,,00003,000062000,20260813,0077,C,20260820,000001002,000000000009000,00003,,,,,,,,,
57LANE,KRA5731MLFB0,한국LANEKOSPI200콜,0,000000000.000,N,2001,,,,,,00003,000060000,20260813,0077,C,20260820,000001135,000000000009000,00003,,,,,,,,,
57LANH,KRA5732MPFB9,한국LANHKOSPI200풋,0,000000000.000,N,2001,,,,,,00003,000053000,20260813,0077,P,20260820,000000532,000000000009000,00003,,,,,,,,,
57LANK,KRA5732MRFB5,한국LANKKOSPI200풋,0,000000000.000,N,2001,,,,,,00003,000052000,20260813,0077,P,20260820,000000112,000000000009000,00003,,,,,,,,,
57LANP,KRA5732MWFB5,한국LANPKOSPI200풋,0,000000000.000,N,2001,,,,,,00003,000050000,20260813,0077,P,20260820,000000035,000000000009000,00003,,,,,,,,,
57LANS,KRA5731MZFB0,한국LANSKOSPI200콜,0,000000000.000,N,2001,,,,,,00003,000066500,20260910,0105,C,20260916,000006115,000000000009000,00003,,,,,,,,,
57LANW,KRA5731N2FB2,한국LANWKOSPI200콜,0,000000000.000,N,2001,,,,,,00003,000065000,20260910,0105,C,20260916,000004910,000000000009000,00003,,,,,,,,,
57LANX,KRA5731N3FB0,한국LANXKOSPI200콜,0,000000000.000,N,2001,,,,,,00003,000064500,20260910,0105,C,20260916,000004762,000000000007000,00003,,,,,,,,,
57LAPC,KRA5731N8FB9,한국LAPCKOSPI200콜,0,000000000.000,N,2001,,,,,,00003,000062000,20260910,0105,C,20260916,000005141,000000000009000,00003,,,,,,,,,
57LAPG,KRA5731NCFB7,한국LAPGKOSPI200콜,0,000000000.000,N,2001,,,,,,00003,000060000,20260910,0105,C,20260916,000005443,000000000009000,00003,,,,,,,,,
57LAPM,KRA5732NHFB4,한국LAPMKOSPI200풋,0,000000000.000,N,2001,,,,,,00003,000052000,20260910,0105,P,20260916,000000155,000000000009000,00003,,,,,,,,,
57LAPP,KRA5732NKFB8,한국LAPPKOSPI200풋,0,000000000.000,N,2001,,,,,,00003,000051000,20260910,0105,P,20260916,000000574,000000000009000,00003,,,,,,,,,
57LAPQ,KRA5732NLFB6,한국LAPQKOSPI200풋,0,000000000.000,N,2001,,,,,,00003,000050500,20260910,0105,P,20260916,000000078,000000000007000,00003,,,,,,,,,
57LAPR,KRA5732NMFB4,한국LAPRKOSPI200풋,0,000000000.000,N,2001,,,,,,00003,000050000,20260910,0105,P,20260916,000000058,000000000009000,00003,,,,,,,,,
57LAQB,KRA571107FC5,한국LAQB현대일렉콜,0,000000000.000,N,267260,,,,,,00003,090800000,20260611,0014,C,20260617,000000012,000000000005700,00003,,,,,,,,,
57LAQC,KRA571108FC3,한국LAQC현대일렉콜,0,000000000.000,N,267260,,,,,,00003,090800000,20260910,0105,C,20260916,000000017,000000000005600,00003,,,,,,,,,
57LAQF,KRA571111FC7,한국LAQF현대중공콜,0,000000000.000,N,329180,,,,,,00003,057800000,20260910,0105,C,20260916,000000012,000000000007100,00003,,,,,,,,,
57LAQK,KRA571115FC8,한국LAQK현대중공콜,0,000000000.000,N,329180,,,,,,00003,050000000,20260611,0014,C,20260617,000000013,000000000007300,00003,,,,,,,,,
57LAQY,KRA571127FC3,한국LAQYKB금융콜,0,000000000.000,N,105560,,,,,,00003,013700000,20260910,0105,C,20260916,000000014,000000000012000,00003,,,,,,,,,
57LARB,KRA571130FC7,한국LARBLG에너지콜,0,000000000.000,N,373220,,,,,,00003,051500000,20260611,0014,C,20260617,000000000,000000000006300,00003,,,,,,,,,
57LARC,KRA571131FC5,한국LARCLG에너지콜,0,000000000.000,N,373220,,,,,,00003,051500000,20260910,0105,C,20260916,000000004,000000000005600,00003,,,,,,,,,
57LARG,KRA571135FC6,한국LARGLG에너지콜,0,000000000.000,N,373220,,,,,,00003,048250000,20260611,0014,C,20260617,000000001,000000000005500,00003,,,,,,,,,
57LARQ,KRA571143FC0,한국LARQ엘지전자콜,0,000000000.000,N,066570,,,,,,00003,009810000,20260611,0014,C,20260617,000000140,000000000012000,00003,,,,,,,,,
57LARR,KRA571144FC8,한국LARR엘지전자콜,0,000000000.000,N,066570,,,,,,00003,009810000,20260910,0105,C,20260916,000000115,000000000008800,00003,,,,,,,,,
57LARY,KRA571150FC5,한국LARYLG화학콜,0,000000000.000,N,051910,,,,,,00003,042400000,20260611,0014,C,20260617,000000000,000000000008200,00003,,,,,,,,,
57LARZ,KRA571151FC3,한국LARZLG화학콜,0,000000000.000,N,051910,,,,,,00003,042400000,20260910,0105,C,20260916,000000003,000000000006300,00003,,,,,,,,,
57LASJ,KRA571160FC4,한국LASJLIG디앤콜,0,000000000.000,N,079550,,,,,,00003,044600000,20260611,0014,C,20260617,000000071,000000000005800,00003,,,,,,,,,
57LASK,KRA571161FC2,한국LASKLIG디앤콜,0,000000000.000,N,079550,,,,,,00003,044600000,20260910,0105,C,20260916,000000047,000000000005000,00003,,,,,,,,,
57LASS,KRA571168FC7,한국LASS네이버콜,0,000000000.000,N,035420,,,,,,00003,028850000,20260611,0014,C,20260617,000000001,000000000012200,00003,,,,,,,,,
57LAST,KRA571169FC5,한국LAST네이버콜,0,000000000.000,N,035420,,,,,,00003,028850000,20260910,0105,C,20260916,000000000,000000000009400,00003,,,,,,,,,
57LASV,KRA571170FC3,한국LASV네이버콜,0,000000000.000,N,035420,,,,,,00003,028850000,20261112,0168,C,20261118,000000002,000000000008400,00003,,,,,,,,,
57LASY,KRA571173FC7,한국LASY네이버콜,0,000000000.000,N,035420,,,,,,00003,026000000,20260611,0014,C,20260617,000000000,000000000009900,00003,,,,,,,,,
57LASZ,KRA571174FC5,한국LASZ네이버콜,0,000000000.000,N,035420,,,,,,00003,026000000,20260910,0105,C,20260916,000000002,000000000008000,00003,,,,,,,,,
57LATD,KRA571178FC6,한국LATD네이버콜,0,000000000.000,N,035420,,,,,,00003,025000000,20260910,0105,C,20260916,000000001,000000000007500,00003,,,,,,,,,
57LATF,KRA571180FC2,한국LATF네이버콜,0,000000000.000,N,035420,,,,,,00003,023000000,20260611,0014,C,20260617,000000000,000000000007800,00003,,,,,,,,,
57LATG,KRA571181FC0,한국LATG네이버콜,0,000000000.000,N,035420,,,,,,00003,023000000,20260910,0105,C,20260916,000000002,000000000006700,00003,,,,,,,,,
57LATJ,KRA571183FC6,한국LATJPOSCO홀콜,0,000000000.000,N,005490,,,,,,00003,033200000,20260910,0105,C,20260916,000000019,000000000010000,00003,,,,,,,,,
57LATQ,KRA571189FC3,한국LATQSK콜,0,000000000.000,N,034730,,,,,,00003,027500000,20260611,0014,C,20260617,000000084,000000000011700,00003,,,,,,,,,
57LATS,KRA571191FC9,한국LATSSK스퀘어콜,0,000000000.000,N,402340,,,,,,00003,031000000,20260611,0014,C,20260617,000000179,000000000010000,00003,,,,,,,,,
57LATT,KRA571192FC7,한국LATTSK스퀘어콜,0,000000000.000,N,402340,,,,,,00003,031000000,20260910,0105,C,20260916,000000167,000000000009100,00003,,,,,,,,,
57LATY,KRA571196FC8,한국LATYSK하이닉콜,0,000000000.000,N,000660,,,,,,00003,064400000,20260611,0014,C,20260617,000000099,000000000007900,00003,,,,,,,,,
57LATZ,KRA571197FC6,한국LATZSK하이닉콜,0,000000000.000,N,000660,,,,,,00003,064400000,20260910,0105,C,20260916,000000103,000000000006200,00003,,,,,,,,,
57LAVA,KRA571198FC4,한국LAVASK하이닉콜,0,000000000.000,N,000660,,,,,,00003,064400000,20261112,0168,C,20261118,000000088,000000000005500,00003,,,,,,,,,
57LAVE,KRA5711A2FC9,한국LAVESK하이닉콜,0,000000000.000,N,000660,,,,,,00003,063000000,20260611,0014,C,20260617,000000069,000000000007700,00003,,,,,,,,,
57LAVF,KRA5711A3FC7,한국LAVFSK하이닉콜,0,000000000.000,N,000660,,,,,,00003,063000000,20260910,0105,C,20260916,000000103,000000000006000,00003,,,,,,,,,
57LAVK,KRA5711A7FC8,한국LAVKSK하이닉콜,0,000000000.000,N,000660,,,,,,00003,058000000,20260611,0014,C,20260617,000000072,000000000006800,00003,,,,,,,,,
57LAVL,KRA5711A8FC6,한국LAVLSK하이닉콜,0,000000000.000,N,000660,,,,,,00003,058000000,20260910,0105,C,20260916,000000093,000000000005500,00003,,,,,,,,,
57LAVQ,KRA5711ACFC4,한국LAVQSK하이닉콜,0,000000000.000,N,000660,,,,,,00003,054700000,20260611,0014,C,20260617,000000039,000000000006300,00003,,,,,,,,,
57LAVV,KRA5711AGFC5,한국LAVVSK하이닉콜,0,000000000.000,N,000660,,,,,,00003,050000000,20260611,0014,C,20260617,000000094,000000000005600,00003,,,,,,,,,
57LAVW,KRA5711AHFC3,한국LAVWSK하이닉콜,0,000000000.000,N,000660,,,,,,00003,050000000,20260910,0105,C,20260916,000000080,000000000004800,00003,,,,,,,,,
57LAVX,KRA5711AJFC9,한국LAVXSK하이닉콜,0,000000000.000,N,000660,,,,,,00003,050000000,20261008,0133,C,20261015,000000078,000000000004600,00003,,,,,,,,,
57LAVY,KRA5711AKFC7,한국LAVYSK하이닉콜,0,000000000.000,N,000660,,,,,,00003,050000000,20261112,0168,C,20261118,000000079,000000000004400,00003,,,,,,,,,
57LAWB,KRA5711ANFC1,한국LAWB기아콜,0,000000000.000,N,000270,,,,,,00003,012200000,20260611,0014,C,20260617,000000038,000000000017300,00003,,,,,,,,,
57LAWC,KRA5711APFC6,한국LAWC기아콜,0,000000000.000,N,000270,,,,,,00003,012200000,20260910,0105,C,20260916,000000030,000000000012900,00003,,,,,,,,,
57LAWG,KRA5711ATFC8,한국LAWG두산콜,0,000000000.000,N,000150,,,,,,00003,102000000,20260611,0014,C,20260617,000000087,000000000012500,00003,,,,,,,,,
57LAWH,KRA5711AVFC4,한국LAWH두산콜,0,000000000.000,N,000150,,,,,,00003,102000000,20260910,0105,C,20260916,000000074,000000000011200,00003,,,,,,,,,
57LAWK,KRA5711AXFC0,한국LAWK레인보우콜,0,000000000.000,N,277810,,,,,,00003,044940000,20260611,0014,C,20260617,000000066,000000000009100,00003,,,,,,,,,
57LAWL,KRA5711AYFC8,한국LAWL레인보우콜,0,000000000.000,N,277810,,,,,,00003,044940000,20260910,0105,C,20260916,000000070,000000000008400,00003,,,,,,,,,
57LAWN,KRA5711B0FC2,한국LAWN미래에셋콜,0,000000000.000,N,006800,,,,,,00003,002548900,20260611,0014,C,20260617,000000064,000000000009300,00003,,,,,,,,,
57LAWP,KRA5711B1FC0,한국LAWP미래에셋콜,0,000000000.000,N,006800,,,,,,00003,002548900,20260910,0105,C,20260916,000000054,000000000007300,00003,,,,,,,,,
57LAWX,KRA5711B8FC5,한국LAWX삼성SDI콜,0,000000000.000,N,006400,,,,,,00003,034000000,20260611,0014,C,20260617,000000072,000000000010200,00003,,,,,,,,,
57LAWY,KRA5711B9FC3,한국LAWY삼성SDI콜,0,000000000.000,N,006400,,,,,,00003,034000000,20260910,0105,C,20260916,000000053,000000000007700,00003,,,,,,,,,
57LAXE,KRA5711BFFC5,한국LAXE삼성SDI콜,0,000000000.000,N,006400,,,,,,00003,030000000,20260611,0014,C,20260617,000000047,000000000007900,00003,,,,,,,,,
57LAXF,KRA5711BGFC3,한국LAXF삼성SDI콜,0,000000000.000,N,006400,,,,,,00003,030000000,20260910,0105,C,20260916,000000044,000000000006400,00003,,,,,,,,,
57LAXJ,KRA5711BKFC5,한국LAXJ삼성물산콜,0,000000000.000,N,028260,,,,,,00003,023750000,20260611,0014,C,20260617,000000053,000000000017900,00003,,,,,,,,,
57LAXK,KRA5711BLFC3,한국LAXK삼성물산콜,0,000000000.000,N,028260,,,,,,00003,023750000,20260910,0105,C,20260916,000000039,000000000013600,00003,,,,,,,,,
57LAXM,KRA5711BNFC9,한국LAXM삼성전기콜,0,000000000.000,N,009150,,,,,,00003,024700000,20260611,0014,C,20260617,000000275,000000000017300,00003,,,,,,,,,
57LAXN,KRA5711BPFC4,한국LAXN삼성전기콜,0,000000000.000,N,009150,,,,,,00003,024700000,20260910,0105,C,20260916,000000389,000000000013000,00003,,,,,,,,,
57LAXS,KRA5711BTFC6,한국LAXS삼성전자콜,0,000000000.000,N,005930,,,,,,00003,010850000,20260611,0014,C,20260617,000000274,000000000013000,00003,,,,,,,,,
57LAXT,KRA5711BVFC2,한국LAXT삼성전자콜,0,000000000.000,N,005930,,,,,,00003,010850000,20260910,0105,C,20260916,000000204,000000000009600,00003,,,,,,,,,
57LAXV,KRA5711BWFC0,한국LAXV삼성전자콜,0,000000000.000,N,005930,,,,,,00003,010850000,20261112,0168,C,20261118,000000162,000000000008500,00003,,,,,,,,,
57LAXY,KRA5711BZFC3,한국LAXY삼성전자콜,0,000000000.000,N,005930,,,,,,00003,010600000,20260813,0077,C,20260820,000000207,000000000009600,00003,,,,,,,,,
57LAXZ,KRA5711C0FC1,한국LAXZ삼성전자콜,0,000000000.000,N,005930,,,,,,00003,010600000,20261008,0133,C,20261015,000000161,000000000008500,00003,,,,,,,,,
